i     |               X Real          X Imaginary  |        Error Real   Error Imaginary
349   |     4.16782044596368    -2.10188112032557  |  -0.0000000000392   0.0000000002025
350   |    -5.16526058362966    -0.91236158594570  |   0.0000000000419   0.0000000001839
351   |   -10.96120716929207    -8.58793092582475  |   0.0000000000247   0.0000000001485
352   |    11.93663113874923     4.66956981118946  |   0.0000000000090   0.0000000001448
353   |    -7.96204145480189     3.52438613104088  |   0.0000000000019   0.0000000001704
354   |   -10.83826826535155    22.25161279588112  |   0.0000000000391   0.0000000001682
355   |    10.66583619866197     1.66202212142478  |   0.0000000000238   0.0000000001405
356   |    -3.73212039813470    -9.29549926761741  |   0.0000000000426   0.0000000001682
357   |    -5.40105167153459    10.72178042729687  |   0.0000000000512   0.0000000000813
358   |     6.32547179736818    16.26590683707509  |  -0.0000000000606   0.0000000001350
359   |     0.87617131929755     7.67362020587852  |   0.0000000000370   0.0000000001893
360   |     4.26423988097791    -0.52586582886950  |   0.0000000000083   0.0000000001237
361   |     2.49755743409000   -16.05626430676215  |   0.0000000000069   0.0000000001853
362   |    -8.68690002753671    -4.34557036100853  |   0.0000000000680   0.0000000001642
363   |    13.93039016929689    -1.17767398162563  |   0.0000000000368   0.0000000000805
364   |     9.50642443703786    -3.59946215942298  |  -0.0000000000565   0.0000000001817
365   |    13.41842484453283   -21.75701356242681  |   0.0000000001188   0.0000000001961
366   |     0.73097306455990    15.79019479117757  |   0.0000000000216   0.0000000000702
367   |     0.80503903062465    -5.73737743543733  |   0.0000000000479   0.0000000001678
368   |    -0.31863927512071     3.87819412443480  |   0.0000000000255   0.0000000000623
369   |     3.82950827946262    -4.02903241978984  |  -0.0000000000128   0.0000000001595
370   |    -5.97222890816413     8.07376277963236  |   0.0000000000193   0.0000000001235
371   |     8.05813666699197     1.70773566729513  |   0.0000000000332   0.0000000001749
372   |   -16.80555016449283    -0.04752882720932  |   0.0000000000401   0.0000000000613
373   |     6.82100224610056     1.33153714382616  |  -0.0000000000738   0.0000000001781
374   |    -8.30979943792845    -4.10233677537802  |   0.0000000000850   0.0000000001916
375   |    -8.41160229840798    -2.71004031054846  |   0.0000000000216   0.0000000001089
376   |     1.89819252796858    12.48019898666635  |   0.0000000000187   0.0000000001709
377   |    10.61293654948675    -6.86891532165285  |   0.0000000000649   0.0000000001756
378   |    -1.08979877370273    -1.65832647205455  |   0.0000000001048   0.0000000000999
379   |    -4.06135583015729    -5.64719235691068  |  -0.0000000000094   0.0000000000777
380   |     6.37743963748560    -1.88745731215577  |   0.0000000000361   0.0000000001704
381   |     7.81113325625480    -6.80701578885994  |   0.0000000000423   0.0000000000879
382   |    10.05135191069799    -0.99750508364161  |   0.0000000000045   0.0000000001648
383   |   -14.88328152275313   -13.99479913849807  |   0.0000000001014   0.0000000001163
384   |    -0.56722377400235     5.34978749973413  |   0.0000000000030   0.0000000000472
385   |     4.63487225165074    10.81039085904241  |  -0.0000000000493   0.0000000001362
386   |    -0.96542147996594   -12.13397179761195  |   0.0000000000061   0.0000000001966
387   |   -11.47439519001675    -5.56105968699841  |   0.0000000000590   0.0000000001711
388   |     2.88311279516310    14.78191436099103  |   0.0000000000646   0.0000000001532
389   |     1.03079379760548     8.45498554086208  |   0.0000000000632   0.0000000001322
390   |   -12.39815413041151    20.88353690577807  |   0.0000000000769   0.0000000001519
391   |     3.76878814801010     6.09606743001698  |   0.0000000000955   0.0000000000763
392   |   -12.82159083984982     2.84889224933153  |   0.0000000000144   0.0000000001080
393   |     5.98596130283565    -3.18024339569417  |   0.0000000000786   0.0000000001188
394   |     6.47533292807829    -0.71470994495770  |   0.0000000000404   0.0000000000943
395   |    13.26894404801006   -16.32038055485921  |   0.0000000000614   0.0000000000935
396   |   -12.85939237441731     5.33253324490111  |   0.0000000000115   0.0000000001064
397   |     4.84638538227637    -6.15466741681410  |   0.0000000000907   0.0000000001163
398   |     2.88660683960235     1.28381379560510  |   0.0000000000198   0.0000000000502
399   |    -4.36948448866158    -6.85880100755130  |   0.0000000000376   0.0000000001207
400   |     9.02344000182795    -4.18442895793680  |   0.0000000000250   0.0000000000641
401   |    -5.10517873816345     4.14565476424059  |   0.0000000000159   0.0000000001314
402   |    -0.10614715368765    11.30360172962534  |   0.0000000000616   0.0000000000854
403   |    -4.59109353202775     3.22354611435080  |   0.0000000000139   0.0000000000789
404   |     8.44278470372999    -8.11662655923913  |   0.0000000000228   0.0000000000995
405   |    -3.65966974394158    -7.66508285654266  |   0.0000000000133   0.0000000000815
406   |   -19.17682252056432    -4.89545860350384  |   0.0000000000042   0.0000000001328
407   |    12.51192024322118     7.13921714774627  |   0.0000000000805   0.0000000000733
408   |    -1.42360580189031    -3.50764736832658  |  -0.0000000000678   0.0000000000463
409   |    19.32292755669939   -11.61070500104833  |   0.0000000000022   0.0000000001923
410   |     4.52745262154097     2.76159240792214  |   0.0000000000297   0.0000000000950
411   |    -1.39012534290105    -2.32266171820887  |   0.0000000000288   0.0000000001823
412   |   -18.45201990029208    -3.90812675875564  |   0.0000000001149   0.0000000000633
413   |     0.65977723373475    -6.33731818216834  |  -0.0000000000142   0.0000000000622
414   |     8.23336666127641    -9.64925629371706  |   0.0000000000370   0.0000000000839
415   |    13.57296909291094    -3.80167757304160  |  -0.0000000000487   0.0000000000678
416   |    -2.50064252129414    -3.54810448803324  |   0.0000000000040   0.0000000001496
417   |     1.74168726700529    -4.93104922900354  |  -0.0000000000205   0.0000000000854
418   |   -13.44766357938917    -6.70521491551496  |  -0.0000000000110   0.0000000001938
419   |   -12.10597102359599    13.99808012788616  |   0.0000000000508   0.0000000001046
420   |    -1.88642160885881    -1.41830746793810  |  -0.0000000000211   0.0000000001700
421   |     3.30756681999536     0.26704010567256  |   0.0000000000890   0.0000000001478
422   |     4.71332515766862     2.71891451142509  |   0.0000000000388   0.0000000001299
423   |    -5.04574311676750     0.81545761942071  |   0.0000000001090   0.0000000000765
424   |     2.74368976465535    -9.20262243993272  |  -0.0000000000543   0.0000000000521
425   |    -3.73652146972978     7.14645035658123  |   0.0000000000193   0.0000000001898
426   |     4.70400711482431   -25.63031682827484  |   0.0000000000504   0.0000000001218
427   |     5.18143211958433    15.02848402412977  |   0.0000000000700   0.0000000001253
428   |     4.38880785068027    -9.75450376809452  |   0.0000000000265   0.0000000000917
429   |     3.91379868214232    -1.46150232169871  |   0.0000000000809   0.0000000001358
430   |    -2.20145360245852    -2.75829956228533  |   0.0000000000439   0.0000000000316
431   |     3.56433497378891     2.37453884054147  |   0.0000000000087   0.0000000001214
432   |    -5.01799038844900    17.55596705796485  |   0.0000000000535   0.0000000000537
433   |    -9.71560376722080     8.69327758401158  |  -0.0000000000480   0.0000000000844
434   |    -7.06234468296205     4.32296415014751  |   0.0000000000075   0.0000000001547
435   |    -0.11059121969606     5.99953637222031  |   0.0000000000347   0.0000000001227
436   |    -3.60180708293480     5.63197289958791  |   0.0000000000393   0.0000000001212
437   |    -3.22071483113951     2.78194530116015  |   0.0000000000256   0.0000000000878
438   |     1.96716954421848    23.38891647659226  |  -0.0000000000020   0.0000000001515
439   |     0.93866334417444    -2.76621653634032  |   0.0000000000937   0.0000000001352
440   |     6.13279464621767   -22.48438562403759  |   0.0000000000621   0.0000000000707
441   |    -3.47179485161952     2.42171675349147  |   0.0000000000326   0.0000000000441
442   |   -12.14897576099737    11.84295177766246  |  -0.0000000000384   0.0000000001077
443   |     1.99723224351653     5.17876441349563  |   0.0000000000654   0.0000000001042
444   |     3.96955645570541    -3.88888368017151  |  -0.0000000000526   0.0000000000630
445   |     9.70034242809363     4.61578915052395  |   0.0000000000086   0.0000000001646
446   |     4.52903267130226     7.33592674172834  |  -0.0000000000161   0.0000000001303
447   |    -5.76993590509087    -5.69913857524405  |   0.0000000000926   0.0000000001909
448   |    -5.63247888683081    -4.46519798153647  |   0.0000000000491   0.0000000000332
449   |    -7.73190683707979    -2.56639410424027  |   0.0000000000080   0.0000000001289
450   |    18.47458073952963     4.06501038388512  |  -0.0000000000027   0.0000000000804
451   |    -1.08254295697281    -5.79904394569319  |   0.0000000000249   0.0000000001846
452   |   -15.35407801327722    -2.17429466480188  |   0.0000000000428   0.0000000000642
453   |     0.94526463453581    -5.12014795298115  |   0.0000000000072   0.0000000001897
454   |    -5.32862081631683    -8.26955641582868  |   0.0000000001132   0.0000000000439
455   |    -3.85443287822433     0.83404904358443  |  -0.0000000000829   0.0000000000908
456   |     2.99561379993106    14.88919984300544  |   0.0000000000322   0.0000000001707
457   |    -7.55955997555529     7.62796971490472  |   0.0000000000002   0.0000000001458
458   |     4.97003270842835    13.92525346283306  |   0.0000000000895   0.0000000001835
459   |   -10.37251751589473   -14.90415549888197  |   0.0000000000915   0.0000000000602
460   |     0.43420784782896    -3.75592478549300  |  -0.0000000000267   0.0000000000686
461   |     4.62272177331986     1.42169987987788  |  -0.0000000000094   0.0000000001913
462   |     5.24718032710853     2.32049728126065  |   0.0000000000955   0.0000000001501
463   |    -1.85426232923809    -3.84134295204059  |   0.0000000000669   0.0000000001000
464   |    -2.82390497052582    -4.65046374162059  |   0.0000000000470   0.0000000000593
465   |    -8.59302843341482     7.36595887710074  |  -0.0000000000526   0.0000000001067
466   |    -3.94497051286295    -2.07603968738327  |   0.0000000000169   0.0000000001933
467   |     2.45784839056273     4.81674027061521  |   0.0000000000502   0.0000000001647
468   |     9.60401591467706    -3.26197274097048  |   0.0000000000768   0.0000000001634
469   |    -9.38672065306342    10.94276352427531  |   0.0000000000920   0.0000000001469
470   |     9.15367306231428   -10.70221481311661  |   0.0000000001317   0.0000000000869
471   |     0.51643206646445    -4.12984897908606  |   0.0000000000133   0.0000000000302
472   |    16.06398511310315   -17.88740028412425  |  -0.0000000000112   0.0000000001586
473   |    -8.69676984406436   -11.83915996006423  |   0.0000000000764   0.0000000001805
474   |    10.08032892394536     1.55466056282794  |   0.0000000001512   0.0000000001064
475   |    11.96369101705535    -6.96280148332800  |   0.0000000000350   0.0000000000173
476   |    10.22575553769016     3.30846928780934  |   0.0000000000351   0.0000000001343
477   |     2.82434126819431    16.38490358374040  |   0.0000000000304   0.0000000000369
478   |   -17.99210993322401    -2.24890102731232  |  -0.0000000000397   0.0000000001878
479   |    -3.36426015257965     1.28053174682620  |   0.0000000001079   0.0000000001511
480   |     1.27358169876448     2.24777837426600  |   0.0000000000620   0.0000000001419
481   |     5.64207833401883    -0.35755565775661  |   0.0000000001162   0.0000000000652
482   |    12.75106792356665     8.95586682400507  |  -0.0000000000394   0.0000000001259
483   |   -13.42716104418203    -2.80973848081358  |   0.0000000001501   0.0000000001937
484   |    -0.47956236109950   -14.07548435699569  |   0.0000000000757   0.0000000000451
485   |     7.24877770194570   -15.11543759850459  |   0.0000000000796   0.0000000001564
486   |     2.65043742406425    11.47333778662362  |   0.0000000001454   0.0000000000685
487   |    14.22359794709940    -9.85776675522490  |   0.0000000000687   0.0000000000184
488   |    11.37057456005658     1.06146687551840  |   0.0000000000225   0.0000000000899
489   |    19.01493467769914   -14.66137688348435  |   0.0000000000983   0.0000000000556
490   |   -10.90411358016514     1.69102087865102  |  -0.0000000000345   0.0000000000540
491   |   -14.01099177056572    -9.54893600067430  |   0.0000000000796   0.0000000001491
492   |    -7.05812990804373    -2.75776364687641  |   0.0000000000112   0.0000000000369
493   |    -5.89166489151680    12.42805506494985  |   0.0000000000504   0.0000000002006
494   |   -18.91465840393541    15.21472432136393  |   0.0000000001348   0.0000000000337
495   |     9.11903160158025    -2.00827964028117  |   0.0000000000035   0.0000000000874
496   |     5.14163125693560   -10.67992888994639  |   0.0000000001049   0.0000000000928
497   |     3.75948108900710     4.98384003284636  |   0.0000000000504   0.0000000000307
498   |    -8.49583779594872     5.70759038029584  |   0.0000000000269   0.0000000000407
499   |    -1.77116746216795     2.39942324086313  |  -0.0000000000380   0.0000000000584
500   |    -4.83914052393355     4.17074416236697  |  -0.0000000000132   0.0000000001629
501   |    -2.40273408094544    -8.14453959006886  |   0.0000000000844   0.0000000001231
502   |    -4.46193384961120    -0.69671401508700  |   0.0000000000241   0.0000000000672
503   |    -1.77619348675593     1.27870573051557  |   0.0000000000213   0.0000000001239
504   |    -7.21304324826702     3.48279377024866  |   0.0000000000241   0.0000000000935
