i     |               X Real          X Imaginary  |        Error Real   Error Imaginary
349   |     4.16782044596368    -2.10188112032557  |  -0.0000000000392   0.0000000002025
350   |    -5.16526058362965    -0.91236158594569  |   0.0000000000419   0.0000000001839
351   |   -10.96120716929207    -8.58793092582475  |   0.0000000000247   0.0000000001485
352   |    11.93663113874923     4.66956981118945  |   0.0000000000090   0.0000000001448
353   |    -7.96204145480191     3.52438613104087  |   0.0000000000019   0.0000000001704
354   |   -10.83826826535155    22.25161279588115  |   0.0000000000391   0.0000000001682
355   |    10.66583619866196     1.66202212142479  |   0.0000000000238   0.0000000001405
356   |    -3.73212039813469    -9.29549926761740  |   0.0000000000426   0.0000000001682
357   |    -5.40105167153459    10.72178042729687  |   0.0000000000512   0.0000000000813
358   |     6.32547179736819    16.26590683707508  |  -0.0000000000605   0.0000000001350
359   |     0.87617131929756     7.67362020587851  |   0.0000000000370   0.0000000001893
360   |     4.26423988097791    -0.52586582886950  |   0.0000000000083   0.0000000001237
361   |     2.49755743408998   -16.05626430676216  |   0.0000000000069   0.0000000001853
362   |    -8.68690002753672    -4.34557036100853  |   0.0000000000680   0.0000000001642
363   |    13.93039016929690    -1.17767398162563  |   0.0000000000368   0.0000000000805
364   |     9.50642443703787    -3.59946215942298  |  -0.0000000000565   0.0000000001817
365   |    13.41842484453283   -21.75701356242681  |   0.0000000001188   0.0000000001961
366   |     0.73097306455990    15.79019479117757  |   0.0000000000216   0.0000000000702
367   |     0.80503903062466    -5.73737743543736  |   0.0000000000479   0.0000000001678
368   |    -0.31863927512071     3.87819412443481  |   0.0000000000255   0.0000000000623
369   |     3.82950827946263    -4.02903241978985  |  -0.0000000000128   0.0000000001595
370   |    -5.97222890816413     8.07376277963235  |   0.0000000000193   0.0000000001235
371   |     8.05813666699196     1.70773566729512  |   0.0000000000332   0.0000000001749
372   |   -16.80555016449284    -0.04752882720932  |   0.0000000000401   0.0000000000613
373   |     6.82100224610057     1.33153714382614  |  -0.0000000000738   0.0000000001781
374   |    -8.30979943792846    -4.10233677537802  |   0.0000000000850   0.0000000001916
375   |    -8.41160229840799    -2.71004031054845  |   0.0000000000216   0.0000000001089
376   |     1.89819252796857    12.48019898666635  |   0.0000000000187   0.0000000001709
377   |    10.61293654948675    -6.86891532165284  |   0.0000000000649   0.0000000001756
378   |    -1.08979877370272    -1.65832647205455  |   0.0000000001048   0.0000000000999
379   |    -4.06135583015729    -5.64719235691068  |  -0.0000000000094   0.0000000000777
380   |     6.37743963748559    -1.88745731215577  |   0.0000000000361   0.0000000001704
381   |     7.81113325625482    -6.80701578885995  |   0.0000000000423   0.0000000000879
382   |    10.05135191069797    -0.99750508364161  |   0.0000000000045   0.0000000001648
383   |   -14.88328152275313   -13.99479913849809  |   0.0000000001014   0.0000000001163
384   |    -0.56722377400236     5.34978749973413  |   0.0000000000030   0.0000000000472
385   |     4.63487225165073    10.81039085904241  |  -0.0000000000493   0.0000000001362
386   |    -0.96542147996595   -12.13397179761195  |   0.0000000000061   0.0000000001966
387   |   -11.47439519001673    -5.56105968699841  |   0.0000000000590   0.0000000001711
388   |     2.88311279516310    14.78191436099104  |   0.0000000000646   0.0000000001532
389   |     1.03079379760548     8.45498554086208  |   0.0000000000632   0.0000000001322
390   |   -12.39815413041152    20.88353690577807  |   0.0000000000769   0.0000000001519
391   |     3.76878814801011     6.09606743001696  |   0.0000000000955   0.0000000000763
392   |   -12.82159083984983     2.84889224933153  |   0.0000000000144   0.0000000001080
393   |     5.98596130283566    -3.18024339569418  |   0.0000000000786   0.0000000001188
394   |     6.47533292807827    -0.71470994495770  |   0.0000000000404   0.0000000000943
395   |    13.26894404801006   -16.32038055485921  |   0.0000000000614   0.0000000000935
396   |   -12.85939237441730     5.33253324490111  |   0.0000000000115   0.0000000001064
397   |     4.84638538227637    -6.15466741681409  |   0.0000000000907   0.0000000001163
398   |     2.88660683960235     1.28381379560510  |   0.0000000000198   0.0000000000502
399   |    -4.36948448866158    -6.85880100755128  |   0.0000000000376   0.0000000001207
400   |     9.02344000182795    -4.18442895793678  |   0.0000000000250   0.0000000000641
401   |    -5.10517873816345     4.14565476424058  |   0.0000000000159   0.0000000001314
402   |    -0.10614715368765    11.30360172962535  |   0.0000000000617   0.0000000000854
403   |    -4.59109353202775     3.22354611435080  |   0.0000000000139   0.0000000000789
404   |     8.44278470373000    -8.11662655923913  |   0.0000000000228   0.0000000000995
405   |    -3.65966974394159    -7.66508285654266  |   0.0000000000133   0.0000000000815
406   |   -19.17682252056432    -4.89545860350385  |   0.0000000000042   0.0000000001328
407   |    12.51192024322116     7.13921714774627  |   0.0000000000805   0.0000000000733
408   |    -1.42360580189032    -3.50764736832658  |  -0.0000000000678   0.0000000000463
409   |    19.32292755669938   -11.61070500104832  |   0.0000000000022   0.0000000001923
410   |     4.52745262154097     2.76159240792214  |   0.0000000000297   0.0000000000950
411   |    -1.39012534290105    -2.32266171820889  |   0.0000000000288   0.0000000001823
412   |   -18.45201990029207    -3.90812675875564  |   0.0000000001149   0.0000000000633
413   |     0.65977723373475    -6.33731818216834  |  -0.0000000000142   0.0000000000622
414   |     8.23336666127638    -9.64925629371706  |   0.0000000000370   0.0000000000839
415   |    13.57296909291095    -3.80167757304160  |  -0.0000000000487   0.0000000000678
416   |    -2.50064252129414    -3.54810448803325  |   0.0000000000040   0.0000000001496
417   |     1.74168726700529    -4.93104922900354  |  -0.0000000000205   0.0000000000854
418   |   -13.44766357938916    -6.70521491551495  |  -0.0000000000110   0.0000000001938
419   |   -12.10597102359600    13.99808012788615  |   0.0000000000508   0.0000000001046
420   |    -1.88642160885881    -1.41830746793810  |  -0.0000000000211   0.0000000001700
421   |     3.30756681999536     0.26704010567257  |   0.0000000000890   0.0000000001478
422   |     4.71332515766863     2.71891451142509  |   0.0000000000388   0.0000000001299
423   |    -5.04574311676751     0.81545761942071  |   0.0000000001090   0.0000000000765
424   |     2.74368976465536    -9.20262243993273  |  -0.0000000000543   0.0000000000521
425   |    -3.73652146972979     7.14645035658123  |   0.0000000000193   0.0000000001898
426   |     4.70400711482432   -25.63031682827484  |   0.0000000000504   0.0000000001218
427   |     5.18143211958432    15.02848402412979  |   0.0000000000700   0.0000000001253
428   |     4.38880785068026    -9.75450376809453  |   0.0000000000265   0.0000000000917
429   |     3.91379868214232    -1.46150232169871  |   0.0000000000809   0.0000000001358
430   |    -2.20145360245852    -2.75829956228534  |   0.0000000000439   0.0000000000316
431   |     3.56433497378888     2.37453884054148  |   0.0000000000087   0.0000000001214
432   |    -5.01799038844899    17.55596705796486  |   0.0000000000535   0.0000000000537
433   |    -9.71560376722080     8.69327758401159  |  -0.0000000000480   0.0000000000844
434   |    -7.06234468296205     4.32296415014750  |   0.0000000000076   0.0000000001547
435   |    -0.11059121969606     5.99953637222031  |   0.0000000000347   0.0000000001227
436   |    -3.60180708293481     5.63197289958791  |   0.0000000000393   0.0000000001212
437   |    -3.22071483113950     2.78194530116015  |   0.0000000000256   0.0000000000878
438   |     1.96716954421847    23.38891647659225  |  -0.0000000000020   0.0000000001515
439   |     0.93866334417443    -2.76621653634032  |   0.0000000000937   0.0000000001352
440   |     6.13279464621767   -22.48438562403759  |   0.0000000000621   0.0000000000707
441   |    -3.47179485161952     2.42171675349148  |   0.0000000000326   0.0000000000441
442   |   -12.14897576099736    11.84295177766246  |  -0.0000000000384   0.0000000001077
443   |     1.99723224351653     5.17876441349563  |   0.0000000000654   0.0000000001042
444   |     3.96955645570541    -3.88888368017150  |  -0.0000000000526   0.0000000000630
445   |     9.70034242809362     4.61578915052396  |   0.0000000000086   0.0000000001646
446   |     4.52903267130223     7.33592674172832  |  -0.0000000000161   0.0000000001303
447   |    -5.76993590509088    -5.69913857524404  |   0.0000000000926   0.0000000001909
448   |    -5.63247888683079    -4.46519798153646  |   0.0000000000492   0.0000000000332
449   |    -7.73190683707980    -2.56639410424028  |   0.0000000000080   0.0000000001289
450   |    18.47458073952962     4.06501038388512  |  -0.0000000000027   0.0000000000804
451   |    -1.08254295697281    -5.79904394569320  |   0.0000000000249   0.0000000001846
452   |   -15.35407801327721    -2.17429466480187  |   0.0000000000428   0.0000000000642
453   |     0.94526463453580    -5.12014795298114  |   0.0000000000072   0.0000000001897
454   |    -5.32862081631683    -8.26955641582867  |   0.0000000001132   0.0000000000439
455   |    -3.85443287822435     0.83404904358442  |  -0.0000000000829   0.0000000000908
456   |     2.99561379993106    14.88919984300542  |   0.0000000000322   0.0000000001707
457   |    -7.55955997555528     7.62796971490474  |   0.0000000000002   0.0000000001458
458   |     4.97003270842835    13.92525346283304  |   0.0000000000895   0.0000000001835
459   |   -10.37251751589474   -14.90415549888197  |   0.0000000000915   0.0000000000602
460   |     0.43420784782895    -3.75592478549300  |  -0.0000000000267   0.0000000000686
461   |     4.62272177331986     1.42169987987788  |  -0.0000000000094   0.0000000001913
462   |     5.24718032710853     2.32049728126065  |   0.0000000000955   0.0000000001501
463   |    -1.85426232923809    -3.84134295204059  |   0.0000000000669   0.0000000001000
464   |    -2.82390497052581    -4.65046374162059  |   0.0000000000470   0.0000000000593
465   |    -8.59302843341480     7.36595887710074  |  -0.0000000000526   0.0000000001067
466   |    -3.94497051286295    -2.07603968738327  |   0.0000000000169   0.0000000001933
467   |     2.45784839056273     4.81674027061521  |   0.0000000000502   0.0000000001647
468   |     9.60401591467705    -3.26197274097048  |   0.0000000000768   0.0000000001634
469   |    -9.38672065306343    10.94276352427530  |   0.0000000000920   0.0000000001469
470   |     9.15367306231426   -10.70221481311660  |   0.0000000001317   0.0000000000869
471   |     0.51643206646445    -4.12984897908605  |   0.0000000000133   0.0000000000302
472   |    16.06398511310314   -17.88740028412424  |  -0.0000000000112   0.0000000001586
473   |    -8.69676984406436   -11.83915996006424  |   0.0000000000764   0.0000000001805
474   |    10.08032892394537     1.55466056282794  |   0.0000000001512   0.0000000001064
475   |    11.96369101705535    -6.96280148332799  |   0.0000000000350   0.0000000000173
476   |    10.22575553769015     3.30846928780934  |   0.0000000000351   0.0000000001343
477   |     2.82434126819432    16.38490358374039  |   0.0000000000304   0.0000000000369
478   |   -17.99210993322400    -2.24890102731230  |  -0.0000000000397   0.0000000001878
479   |    -3.36426015257965     1.28053174682620  |   0.0000000001079   0.0000000001511
480   |     1.27358169876448     2.24777837426599  |   0.0000000000620   0.0000000001419
481   |     5.64207833401882    -0.35755565775661  |   0.0000000001162   0.0000000000652
482   |    12.75106792356664     8.95586682400507  |  -0.0000000000394   0.0000000001259
483   |   -13.42716104418202    -2.80973848081358  |   0.0000000001501   0.0000000001937
484   |    -0.47956236109950   -14.07548435699569  |   0.0000000000757   0.0000000000451
485   |     7.24877770194570   -15.11543759850457  |   0.0000000000796   0.0000000001564
486   |     2.65043742406425    11.47333778662361  |   0.0000000001454   0.0000000000685
487   |    14.22359794709940    -9.85776675522491  |   0.0000000000687   0.0000000000184
488   |    11.37057456005658     1.06146687551840  |   0.0000000000225   0.0000000000899
489   |    19.01493467769912   -14.66137688348435  |   0.0000000000983   0.0000000000556
490   |   -10.90411358016515     1.69102087865103  |  -0.0000000000345   0.0000000000540
491   |   -14.01099177056573    -9.54893600067431  |   0.0000000000796   0.0000000001491
492   |    -7.05812990804373    -2.75776364687641  |   0.0000000000112   0.0000000000369
493   |    -5.89166489151680    12.42805506494985  |   0.0000000000504   0.0000000002006
494   |   -18.91465840393538    15.21472432136392  |   0.0000000001348   0.0000000000337
495   |     9.11903160158026    -2.00827964028116  |   0.0000000000035   0.0000000000874
496   |     5.14163125693559   -10.67992888994639  |   0.0000000001049   0.0000000000928
497   |     3.75948108900710     4.98384003284636  |   0.0000000000504   0.0000000000307
498   |    -8.49583779594872     5.70759038029584  |   0.0000000000269   0.0000000000407
499   |    -1.77116746216795     2.39942324086314  |  -0.0000000000380   0.0000000000584
500   |    -4.83914052393355     4.17074416236697  |  -0.0000000000132   0.0000000001629
501   |    -2.40273408094544    -8.14453959006890  |   0.0000000000844   0.0000000001231
502   |    -4.46193384961123    -0.69671401508699  |   0.0000000000241   0.0000000000672
503   |    -1.77619348675593     1.27870573051557  |   0.0000000000213   0.0000000001239
504   |    -7.21304324826702     3.48279377024867  |   0.0000000000241   0.0000000000935
